ROUTE,REFPT,ENDREFPT,RUNLENGTH_FROM,RUNLENGTH_TO,SEG_LENGTH,CURVE_UPDATEYR,PRICURVE,PRICURVECLASS,SECCURVE,SECCURVECLASS,OBJECTID
285C,143.05099999999999,143.36699999999999,16.001000000000001,16.332000000000001,0.331,"2,016",-1,A,,,"26,933"
285C,143.36699999999999,143.608,16.332000000000001,16.584,0.252,"2,016","-1,339",B,,,"26,934"
285C,143.608,144.04499999999999,16.584,17.036999999999999,0.453,"2,016",-1,A,,,"26,935"
285C,144.04499999999999,144.43199999999999,17.036999999999999,17.408999999999999,0.372,"2,016","-1,964",A,,,"26,936"
285C,144.43199999999999,145.071,17.408999999999999,18.001999999999999,0.593,"2,016",-1,A,,,"26,937"
285C,145.071,145.43299999999999,18.001999999999999,18.379999999999999,0.378,"2,016","1,984",A,,,"26,938"
285C,145.43299999999999,145.62100000000001,18.379999999999999,18.576000000000001,0.196,"2,016",-1,A,,,"26,939"
285C,145.62100000000001,145.90199999999999,18.576000000000001,18.869,0.293,"2,016","-1,555",B,,,"26,940"
285C,145.90199999999999,145.977,18.869,18.946999999999999,0.078,"2,016",-1,A,,,"26,941"
285C,145.977,146.41900000000001,18.946999999999999,19.393999999999998,0.447,"2,016","2,346",A,,,"26,942"
285C,146.41900000000001,146.536,19.393999999999998,19.513000000000002,0.119,"2,016",-1,A,,,"26,943"
285C,146.536,146.779,19.513000000000002,19.757999999999999,0.245,"2,016","-1,295",B,,,"26,944"
285C,146.779,146.917,19.757999999999999,19.896999999999998,0.139,"2,016",-1,A,,,"26,945"
285C,146.917,147.05699999999999,19.896999999999998,20.036000000000001,0.139,"2,016",733,C,,,"26,946"
285C,147.05699999999999,147.465,20.036000000000001,20.433,0.397,"2,016",-1,A,,,"26,947"
285C,147.465,147.66200000000001,20.433,20.623999999999999,0.191,"2,016","-1,014",C,,,"26,948"
285C,147.66200000000001,148.065,20.623999999999999,21.02,0.396,"2,016",-1,A,,,"26,949"
285D,161.78899999999999,165.23500000000001,0,3.449,3.449,"2,016",-1,A,,,"26,950"
285D,165.23500000000001,165.47499999999999,3.449,3.689,0.24,"2,016","-1,270",B,,,"26,951"
285D,165.47499999999999,166.852,3.689,5.066,1.377,"2,016",-1,A,,,"26,952"
285D,166.852,167.13999999999999,5.066,5.363,0.297,"2,016","-1,577",B,,,"26,953"
285D,167.13999999999999,167.38900000000001,5.363,5.629,0.266,"2,016",-1,A,,,"26,954"
285D,167.38900000000001,167.83099999999999,5.629,6.101,0.472,"2,016","2,492",A,,,"26,955"
285D,167.83099999999999,168.44499999999999,6.101,6.747,0.646,"2,016",-1,A,,,"26,956"
285D,168.44499999999999,169.286,6.747,7.58,0.833,"2,016","4,392",A,,,"26,957"
285D,169.286,170.26300000000001,7.58,8.484,0.904,"2,016",-1,A,,,"26,958"
285D,170.26300000000001,170.72,8.484,8.941000000000001,0.457,"2,016","-2,404",A,,,"26,959"
285D,170.72,170.774,8.941000000000001,8.994999999999999,0.054,"2,016",-1,A,,,"26,960"
285D,170.774,171.10400000000001,8.994999999999999,9.324,0.329,"2,016","1,728",A,,,"26,961"
285D,171.10400000000001,172.589,9.324,10.817,1.493,"2,016",-1,A,,,"26,962"
285D,172.589,173.10300000000001,10.817,11.345000000000001,0.528,"2,016","-2,800",A,,,"26,963"
285D,173.10300000000001,174.036,11.345000000000001,12.268000000000001,0.923,"2,016",-1,A,,,"26,964"
285D,174.036,174.54300000000001,12.268000000000001,12.77,0.502,"2,016","2,647",A,,,"26,965"
285D,174.54300000000001,179.17599999999999,12.77,17.405999999999999,4.636,"2,016",-1,A,,,"26,966"
285D,179.17599999999999,179.53,17.405999999999999,17.759,0.353,"2,016","1,859",A,,,"26,967"
285D,179.53,181.28700000000001,17.759,19.512,1.753,"2,016",-1,A,,,"26,968"
285D,181.28700000000001,181.43700000000001,19.512,19.664000000000001,0.152,"2,016",-809,C,,,"26,969"
291A,3.231,3.745,3.228,3.742,0.514,"2,016",-1,A,,,"27,681"
285D,181.43700000000001,182.92699999999999,19.664000000000001,21.149000000000001,1.485,"2,016",-1,A,,,"26,970"
285D,182.92699999999999,183.036,21.149000000000001,21.276,0.127,"2,016",675,D,,,"26,971"
285D,183.036,183.96700000000001,21.276,22.190999999999999,0.915,"2,016",-1,A,,,"26,972"
285D,183.96700000000001,184.18199999999999,22.190999999999999,22.402999999999999,0.212,"2,016","1,116",B,,,"26,973"
285D,184.18199999999999,185.36199999999999,22.402999999999999,23.579000000000001,1.176,"2,016",-1,A,,,"26,974"
285D,185.36199999999999,185.697,23.579000000000001,23.911000000000001,0.332,"2,016","-1,768",A,,,"26,975"
285D,185.697,185.905,23.911000000000001,24.117000000000001,0.206,"2,016",-1,A,,,"26,976"
285D,185.905,186.10900000000001,24.117000000000001,24.327000000000002,0.21,"2,016","1,109",B,,,"26,977"
285D,186.10900000000001,186.369,24.327000000000002,24.603999999999999,0.277,"2,016",-1,A,,,"26,978"
285D,186.369,186.517,24.603999999999999,24.760999999999999,0.157,"2,016",807,C,,,"26,979"
285D,186.517,186.54400000000001,24.760999999999999,24.789999999999999,0.029,"2,016",-1,A,,,"26,980"
285D,186.54400000000001,186.69800000000001,24.789999999999999,24.954000000000001,0.164,"2,016",-881,C,,,"26,981"
285D,186.69800000000001,186.79499999999999,24.954000000000001,25.056999999999999,0.103,"2,016",-1,A,,,"26,982"
285D,186.79499999999999,187.071,25.056999999999999,25.341999999999999,0.285,"2,016","1,496",B,,,"26,983"
285D,187.071,187.09800000000001,25.341999999999999,25.367000000000001,0.025,"2,016",-1,A,,,"26,984"
285D,187.09800000000001,187.34800000000001,25.367000000000001,25.602,0.235,"2,016","-1,251",B,,,"26,985"
285D,187.34800000000001,187.46299999999999,25.602,25.710000000000001,0.108,"2,016",-1,A,,,"26,986"
285D,187.46299999999999,187.74000000000001,25.710000000000001,25.969999999999999,0.26,"2,016","1,353",B,,,"26,987"
285D,187.74000000000001,187.96100000000001,25.969999999999999,26.177,0.207,"2,016",-1,A,,,"26,988"
285D,187.96100000000001,188.083,26.177,26.297000000000001,0.12,"2,016",634,D,,,"26,989"
285D,188.083,188.33600000000001,26.297000000000001,26.550000000000001,0.253,"2,016",-1,A,,,"26,990"
285D,188.33600000000001,188.547,26.550000000000001,26.760999999999999,0.211,"2,016","-1,116",B,,,"26,991"
285D,188.547,189.46600000000001,26.760999999999999,27.696999999999999,0.936,"2,016",-1,A,,,"26,992"
285D,189.46600000000001,189.65000000000001,27.696999999999999,27.890999999999998,0.194,"2,016","-1,025",C,,,"26,993"
285D,189.65000000000001,189.85400000000001,27.890999999999998,28.106999999999999,0.216,"2,016",-1,A,,,"26,994"
285D,189.85400000000001,190.00399999999999,28.106999999999999,28.265000000000001,0.158,"2,016",831,C,,,"26,995"
285D,190.00399999999999,190.88,28.265000000000001,29.181000000000001,0.916,"2,016",-1,A,,,"26,996"
285D,190.88,191.05799999999999,29.181000000000001,29.364000000000001,0.183,"2,016",959,C,,,"26,997"
285D,191.05799999999999,191.10300000000001,29.364000000000001,29.408999999999999,0.045,"2,016",-1,A,,,"26,998"
285D,191.10300000000001,191.40000000000001,29.408999999999999,29.706,0.297,"2,016","-1,574",B,,,"26,999"
285D,191.40000000000001,193.958,29.706,32.270000000000003,2.564,"2,016",-1,A,,,"27,000"
285D,193.958,194.30199999999999,32.270000000000003,32.590000000000003,0.32,"2,016","1,685",A,,,"27,001"
285D,194.30199999999999,197.08199999999999,32.590000000000003,35.283999999999999,2.694,"2,016",-1,A,,,"27,002"
285D,197.08199999999999,197.298,35.283999999999999,35.5,0.216,"2,016","-1,138",B,,,"27,003"
285D,197.298,197.93799999999999,35.5,36.140000000000001,0.64,"2,016",-1,A,,,"27,004"
285D,197.93799999999999,198.178,36.140000000000001,36.381999999999998,0.242,"2,016","1,267",B,,,"27,005"
285D,198.178,199.70599999999999,36.381999999999998,37.917000000000002,1.535,"2,016",-1,A,,,"27,006"
285D,199.70599999999999,199.90100000000001,37.917000000000002,38.106999999999999,0.19,"2,016","-1,008",C,,,"27,007"
285D,199.90100000000001,201.11500000000001,38.106999999999999,39.311999999999998,1.205,"2,016",-1,A,,,"27,008"
285D,201.11500000000001,201.601,39.311999999999998,39.798000000000002,0.486,"2,016","2,523",A,,,"27,009"
285D,201.601,202.102,39.798000000000002,40.298999999999999,0.501,"2,016",-1,A,,,"27,010"
285D,202.102,202.27699999999999,40.298999999999999,40.472999999999999,0.174,"2,016",-915,C,,,"27,011"
285D,202.27699999999999,203.047,40.472999999999999,41.235999999999997,0.763,"2,016",-1,A,,,"27,012"
285D,203.047,203.304,41.235999999999997,41.459000000000003,0.223,"2,016","-1,180",B,,,"27,013"
285D,203.304,203.80099999999999,41.459000000000003,41.972999999999999,0.514,"2,016",-1,A,,,"27,014"
285D,203.80099999999999,204.11000000000001,41.972999999999999,42.289999999999999,0.317,"2,016","1,667",A,,,"27,015"
285D,204.11000000000001,204.30000000000001,42.289999999999999,42.479999999999997,0.19,"2,016",-1,A,,,"27,016"
285D,204.30000000000001,204.49199999999999,42.479999999999997,42.671999999999997,0.192,"2,016","1,009",C,,,"27,017"
285D,204.49199999999999,204.661,42.671999999999997,42.841000000000001,0.169,"2,016",-1,A,,,"27,018"
285D,204.661,204.80699999999999,42.841000000000001,42.987000000000002,0.146,"2,016",767,C,,,"27,019"
285D,204.80699999999999,205.149,42.987000000000002,43.335999999999999,0.349,"2,016",-1,A,,,"27,020"
285D,205.149,205.316,43.335999999999999,43.503,0.167,"2,016",-878,C,,,"27,021"
285D,205.316,205.67599999999999,43.503,43.863,0.36,"2,016",-1,A,,,"27,022"
285D,205.67599999999999,205.88200000000001,43.863,44.069000000000003,0.206,"2,016","1,073",B,,,"27,023"
285D,205.88200000000001,205.95699999999999,44.069000000000003,44.143999999999998,0.075,"2,016",-1,A,,,"27,024"
285D,205.95699999999999,206.08199999999999,44.143999999999998,44.268999999999998,0.125,"2,016",-661,D,,,"27,025"
285D,206.08199999999999,206.102,44.268999999999998,44.289000000000001,0.02,"2,016",-1,A,,,"27,026"
285D,206.102,206.16800000000001,44.289000000000001,44.354999999999997,0.066,"2,016",351,E,,,"27,027"
285D,206.16800000000001,206.19399999999999,44.354999999999997,44.381,0.026,"2,016",-1,A,,,"27,028"
285D,206.19399999999999,206.30099999999999,44.381,44.488,0.107,"2,016",-573,D,,,"27,029"
285D,206.30099999999999,206.32599999999999,44.488,44.512999999999998,0.025,"2,016",-1,A,,,"27,030"
285D,206.32599999999999,206.60300000000001,44.512999999999998,44.789999999999999,0.277,"2,016","1,467",B,,,"27,031"
285D,206.60300000000001,206.68199999999999,44.789999999999999,44.869,0.079,"2,016",-1,A,,,"27,032"
285D,206.68199999999999,206.839,44.869,45.026000000000003,0.157,"2,016",-838,C,,,"27,033"
285D,206.839,206.971,45.026000000000003,45.158000000000001,0.132,"2,016",-1,A,,,"27,034"
285D,206.971,207.095,45.158000000000001,45.280000000000001,0.122,"2,016",636,D,,,"27,035"
285D,207.095,207.16200000000001,45.280000000000001,45.345999999999997,0.066,"2,016",-1,A,,,"27,036"
285D,207.16200000000001,207.25700000000001,45.345999999999997,45.439,0.093,"2,016",483,D,,,"27,037"
285D,207.25700000000001,207.26900000000001,45.439,45.451000000000001,0.012,"2,016",-1,A,,,"27,038"
285D,207.26900000000001,207.36699999999999,45.451000000000001,45.546999999999997,0.096,"2,016",-506,D,,,"27,039"
285D,207.36699999999999,207.435,45.546999999999997,45.613999999999997,0.067,"2,016",-1,A,,,"27,040"
285D,207.435,207.69800000000001,45.613999999999997,45.872999999999998,0.259,"2,016","1,359",B,,,"27,041"
285D,207.69800000000001,207.751,45.872999999999998,45.927,0.054,"2,016",-1,A,,,"27,042"
285D,207.751,207.875,45.927,46.052999999999997,0.126,"2,016",657,D,,,"27,043"
285D,207.875,208.03100000000001,46.052999999999997,46.210999999999999,0.158,"2,016",-1,A,,,"27,044"
285D,208.03100000000001,208.173,46.210999999999999,46.353000000000002,0.142,"2,016",-747,C,,,"27,045"
285D,208.173,208.36500000000001,46.353000000000002,46.545000000000002,0.192,"2,016",-1,A,,,"27,046"
285D,208.36500000000001,208.48599999999999,46.545000000000002,46.665999999999997,0.121,"2,016",-637,D,,,"27,047"
285D,208.48599999999999,208.51499999999999,46.665999999999997,46.695,0.029,"2,016",-1,A,,,"27,048"
285D,208.51499999999999,208.68700000000001,46.695,46.866999999999997,0.172,"2,016",896,C,,,"27,049"
285D,208.68700000000001,208.779,46.866999999999997,46.959000000000003,0.092,"2,016",-1,A,,,"27,050"
285D,208.779,208.91200000000001,46.959000000000003,47.091999999999999,0.133,"2,016",-703,C,,,"27,051"
285D,208.91200000000001,208.999,47.091999999999999,47.179000000000002,0.087,"2,016",-1,A,,,"27,052"
285D,208.999,209.33799999999999,47.179000000000002,47.518000000000001,0.339,"2,016","1,776",A,,,"27,053"
285D,209.33799999999999,209.43899999999999,47.518000000000001,47.619,0.101,"2,016",-1,A,,,"27,054"
285D,209.43899999999999,209.57599999999999,47.619,47.756,0.137,"2,016",-724,C,,,"27,055"
285D,209.57599999999999,209.71000000000001,47.756,47.890000000000001,0.134,"2,016",-1,A,,,"27,056"
285D,209.71000000000001,209.86000000000001,47.890000000000001,48.039999999999999,0.15,"2,016",789,C,,,"27,057"
285D,209.86000000000001,210.03,48.039999999999999,48.235999999999997,0.196,"2,016",-1,A,,,"27,058"
285D,210.03,210.15000000000001,48.235999999999997,48.377000000000002,0.141,"2,016",745,C,,,"27,059"
285D,210.15000000000001,210.81899999999999,48.377000000000002,49.006,0.629,"2,016",-1,A,,,"27,060"
285D,210.81899999999999,211.02600000000001,49.006,49.204999999999998,0.199,"2,016","1,051",C,,,"27,061"
285D,211.02600000000001,211.33000000000001,49.204999999999998,49.509,0.304,"2,016",-1,A,,,"27,062"
285D,211.33000000000001,211.69,49.509,49.866,0.357,"2,016","-1,888",A,,,"27,063"
285D,211.69,211.93700000000001,49.866,50.110999999999997,0.245,"2,016",-1,A,,,"27,064"
285D,211.93700000000001,212.22200000000001,50.110999999999997,50.268000000000001,0.157,"2,016",831,C,,,"27,065"
285D,212.22200000000001,212.57599999999999,50.268000000000001,50.677999999999997,0.41,"2,016",-1,A,,,"27,066"
285D,212.57599999999999,212.72399999999999,50.677999999999997,50.850000000000001,0.172,"2,016",-903,C,,,"27,067"
285D,212.72399999999999,213.02600000000001,50.850000000000001,51.195999999999998,0.346,"2,016",-1,A,,,"27,068"
285D,213.02600000000001,213.17500000000001,51.195999999999998,51.345999999999997,0.15,"2,016",-789,C,,,"27,069"
285D,213.17500000000001,213.221,51.345999999999997,51.392000000000003,0.046,"2,016",-1,A,,,"27,070"
285D,213.221,213.393,51.392000000000003,51.564,0.172,"2,016",895,C,,,"27,071"
285D,213.393,213.43000000000001,51.564,51.600999999999999,0.037,"2,016",-1,A,,,"27,072"
285D,213.43000000000001,213.58199999999999,51.600999999999999,51.753,0.152,"2,016",-814,C,,,"27,073"
285D,213.58199999999999,213.69399999999999,51.753,51.865000000000002,0.112,"2,016",-1,A,,,"27,074"
285D,213.69399999999999,213.822,51.865000000000002,51.993000000000002,0.128,"2,016",676,C,,,"27,075"
285D,213.822,213.84700000000001,51.993000000000002,52.018000000000001,0.025,"2,016",-1,A,,,"27,076"
285D,213.84700000000001,213.999,52.018000000000001,52.170999999999999,0.153,"2,016",-812,C,,,"27,077"
285D,213.999,214.024,52.170999999999999,52.195999999999998,0.025,"2,016",-1,A,,,"27,078"
285D,214.024,214.11099999999999,52.195999999999998,52.283000000000001,0.087,"2,016",459,D,,,"27,079"
285D,214.11099999999999,214.13,52.283000000000001,52.302999999999997,0.02,"2,016",-1,A,,,"27,080"
285D,214.13,214.28200000000001,52.302999999999997,52.456000000000003,0.153,"2,016",-813,C,,,"27,081"
285D,214.28200000000001,214.327,52.456000000000003,52.500999999999998,0.045,"2,016",-1,A,,,"27,082"
285D,214.327,214.45400000000001,52.500999999999998,52.633000000000003,0.132,"2,016",700,C,,,"27,083"
285D,214.45400000000001,214.577,52.633000000000003,52.771999999999998,0.139,"2,016",-1,A,,,"27,084"
285D,214.577,214.73699999999999,52.771999999999998,52.953000000000003,0.181,"2,016",940,C,,,"27,085"
285D,214.73699999999999,214.78100000000001,52.953000000000003,53.003,0.05,"2,016",-1,A,,,"27,086"
285D,214.78100000000001,214.905,53.003,53.143000000000001,0.14,"2,016",-745,C,,,"27,087"
285D,214.905,215.60400000000001,53.143000000000001,53.805999999999997,0.663,"2,016",-1,A,,,"27,088"
285D,215.60400000000001,215.767,53.805999999999997,53.956000000000003,0.15,"2,016",-785,C,,,"27,089"
285D,215.767,215.92099999999999,53.956000000000003,54.097000000000001,0.141,"2,016",-1,A,,,"27,090"
285D,215.92099999999999,216.06899999999999,54.097000000000001,54.238999999999997,0.142,"2,016",744,C,,,"27,091"
285D,216.06899999999999,216.17699999999999,54.238999999999997,54.347000000000001,0.108,"2,016",-1,A,,,"27,092"
285D,216.17699999999999,216.297,54.347000000000001,54.466999999999999,0.12,"2,016",-635,D,,,"27,093"
285D,216.297,216.66300000000001,54.466999999999999,54.832999999999998,0.366,"2,016",-1,A,,,"27,094"
285D,216.66300000000001,216.905,54.832999999999998,55.075000000000003,0.242,"2,016","1,271",B,,,"27,095"
285D,216.905,217.18700000000001,55.075000000000003,55.344999999999999,0.27,"2,016",-1,A,,,"27,096"
285D,217.18700000000001,217.32599999999999,55.344999999999999,55.478999999999999,0.134,"2,016",702,C,,,"27,097"
285D,217.32599999999999,217.482,55.478999999999999,55.640999999999998,0.162,"2,016",-1,A,,,"27,098"
285D,217.482,217.61799999999999,55.640999999999998,55.786000000000001,0.145,"2,016",-769,C,,,"27,099"
285D,217.61799999999999,217.68299999999999,55.786000000000001,55.883000000000003,0.097,"2,016",-1,A,,,"27,100"
285D,217.68299999999999,217.98400000000001,55.883000000000003,56.152000000000001,0.269,"2,016","-1,426",B,,,"27,101"
285D,217.98400000000001,218.434,56.152000000000001,56.595999999999997,0.444,"2,016",-1,A,,,"27,102"
285D,218.434,218.648,56.595999999999997,56.817999999999998,0.222,"2,016","1,334",B,,,"27,103"
285D,218.648,218.66999999999999,56.817999999999998,56.838999999999999,0.021,"2,016",-1,A,,,"27,104"
285D,218.66999999999999,218.71899999999999,56.838999999999999,56.889000000000003,0.05,"2,016",-263,E,,,"27,105"
285D,218.71899999999999,218.733,56.889000000000003,56.905000000000001,0.016,"2,016",-1,A,,,"27,106"
285D,218.733,218.79900000000001,56.905000000000001,56.979999999999997,0.075,"2,016",394,E,,,"27,107"
285D,218.79900000000001,218.929,56.979999999999997,57.128999999999998,0.149,"2,016",-1,A,,,"27,108"
285D,218.929,219.12100000000001,57.128999999999998,57.295000000000002,0.166,"2,016",874,C,,,"27,109"
285D,219.12100000000001,219.16300000000001,57.295000000000002,57.323999999999998,0.029,"2,016",-1,A,,,"27,110"
285D,219.16300000000001,219.471,57.323999999999998,57.537999999999997,0.214,"2,016","-1,143",B,,,"27,111"
285D,219.471,219.51499999999999,57.537999999999997,57.68,0.142,"2,016",-1,A,,,"27,112"
285D,219.51499999999999,219.607,57.68,57.799999999999997,0.12,"2,016",635,D,,,"27,113"
285D,219.607,219.65899999999999,57.799999999999997,57.853999999999999,0.054,"2,016",-1,A,,,"27,114"
285D,219.65899999999999,219.78800000000001,57.853999999999999,57.985999999999997,0.132,"2,016",-701,C,,,"27,115"
285D,219.78800000000001,219.83199999999999,57.985999999999997,58.031999999999996,0.046,"2,016",-1,A,,,"27,116"
285D,219.83199999999999,219.994,58.031999999999996,58.198,0.166,"2,016",877,C,,,"27,117"
285D,219.994,220.155,58.198,58.360999999999997,0.163,"2,016",-1,A,,,"27,118"
285D,220.155,220.286,58.360999999999997,58.494,0.133,"2,016",-702,C,,,"27,119"
285D,220.286,220.31800000000001,58.494,58.526000000000003,0.032,"2,016",-1,A,,,"27,120"
285D,220.31800000000001,220.446,58.526000000000003,58.655999999999999,0.13,"2,016",678,C,,,"27,121"
285D,220.446,220.49199999999999,58.655999999999999,58.701999999999998,0.046,"2,016",-1,A,,,"27,122"
285D,220.49199999999999,220.643,58.701999999999998,58.854999999999997,0.153,"2,016",-812,C,,,"27,123"
285D,220.643,220.82599999999999,58.854999999999997,59.039000000000001,0.184,"2,016",-1,A,,,"27,124"
285D,220.82599999999999,221.011,59.039000000000001,59.226999999999997,0.188,"2,016",979,C,,,"27,125"
285D,221.011,221.042,59.226999999999997,59.259999999999998,0.033,"2,016",-1,A,,,"27,126"
285D,221.042,221.279,59.259999999999998,59.500999999999998,0.241,"2,016","-1,274",B,,,"27,127"
285D,221.279,221.69800000000001,59.500999999999998,59.944000000000003,0.443,"2,016",-1,A,,,"27,128"
285D,221.69800000000001,221.916,59.944000000000003,60.167000000000002,0.223,"2,016","1,161",B,,,"27,129"
285D,221.916,222.00899999999999,60.167000000000002,60.246000000000002,0.079,"2,016",-1,A,,,"27,130"
285D,222.00899999999999,222.32900000000001,60.246000000000002,60.549999999999997,0.304,"2,016","-1,618",B,,,"27,131"
285D,222.32900000000001,222.398,60.549999999999997,60.619999999999997,0.07,"2,016",-1,A,,,"27,132"
285D,222.398,222.72,60.619999999999997,60.945,0.325,"2,016","1,714",A,,,"27,133"
285D,222.72,222.95099999999999,60.945,61.154000000000003,0.209,"2,016",-1,A,,,"27,134"
285D,222.95099999999999,223.21000000000001,61.154000000000003,61.314999999999998,0.161,"2,016",-847,C,,,"27,135"
285D,223.21000000000001,223.298,61.314999999999998,61.351999999999997,0.037,"2,016",-1,A,,,"27,136"
285D,223.298,223.47900000000001,61.351999999999997,61.552999999999997,0.201,"2,016","1,061",B,,,"27,137"
285D,223.47900000000001,223.50299999999999,61.552999999999997,61.582999999999998,0.03,"2,016",-1,A,,,"27,138"
285D,223.50299999999999,223.67500000000001,61.582999999999998,61.792999999999999,0.21,"2,016","-1,132",B,,,"27,139"
285D,223.67500000000001,223.696,61.792999999999999,61.817999999999998,0.025,"2,016",-1,A,,,"27,140"
285D,223.696,223.78800000000001,61.817999999999998,61.929000000000002,0.111,"2,016",586,D,,,"27,141"
285D,223.78800000000001,224.06399999999999,61.929000000000002,62.241,0.312,"2,016",-1,A,,,"27,142"
285D,224.06399999999999,224.23400000000001,62.241,62.359999999999999,0.119,"2,016",629,D,,,"27,143"
285D,224.23400000000001,224.42400000000001,62.359999999999999,62.479999999999997,0.12,"2,016",-1,A,,,"27,144"
285D,224.42400000000001,224.47999999999999,62.479999999999997,62.575000000000003,0.095,"2,016",-504,D,,,"27,145"
285D,224.47999999999999,224.518,62.575000000000003,62.640999999999998,0.066,"2,016",-1,A,,,"27,146"
285D,224.518,224.69,62.640999999999998,62.825000000000003,0.184,"2,016",963,C,,,"27,147"
285D,224.69,225.28299999999999,62.825000000000003,63.469000000000001,0.644,"2,016",-1,A,,,"27,148"
285D,225.28299999999999,225.44499999999999,63.469000000000001,63.634,0.165,"2,016",-874,C,,,"27,149"
285D,225.44499999999999,225.71700000000001,63.634,63.911000000000001,0.277,"2,016",-1,A,,,"27,150"
285D,225.71700000000001,225.911,63.911000000000001,64.108000000000004,0.197,"2,016","-1,047",C,,,"27,151"
285D,225.911,226.24299999999999,64.108000000000004,64.415999999999997,0.308,"2,016",-1,A,,,"27,152"
285D,226.24299999999999,226.542,64.415999999999997,64.712999999999994,0.297,"2,016","1,549",B,,,"27,153"
285D,226.542,226.619,64.712999999999994,64.792000000000002,0.079,"2,016",-1,A,,,"27,154"
285D,226.619,226.779,64.792000000000002,64.956999999999994,0.165,"2,016",-875,C,,,"27,155"
285D,226.779,227.00299999999999,64.956999999999994,65.188000000000002,0.231,"2,016",-1,A,,,"27,156"
285D,227.00299999999999,227.38999999999999,65.188000000000002,65.570999999999998,0.383,"2,016","-2,016",A,,,"27,157"
285D,227.38999999999999,227.75800000000001,65.570999999999998,65.942999999999998,0.372,"2,016",-1,A,,,"27,158"
285D,227.75800000000001,227.93600000000001,65.942999999999998,66.099999999999994,0.157,"2,016",-827,C,,,"27,159"
285D,227.93600000000001,228.15600000000001,66.099999999999994,66.322999999999993,0.223,"2,016",-1,A,,,"27,160"
285D,228.15600000000001,228.36799999999999,66.322999999999993,66.539000000000001,0.216,"2,016","1,129",B,,,"27,161"
285D,228.36799999999999,228.57400000000001,66.539000000000001,66.748999999999995,0.21,"2,016",-1,A,,,"27,162"
285D,228.57400000000001,228.738,66.748999999999995,66.929000000000002,0.18,"2,016",-964,C,,,"27,163"
285D,228.738,228.85400000000001,66.929000000000002,67.069999999999993,0.141,"2,016",-1,A,,,"27,164"
285D,228.85400000000001,228.98500000000001,67.069999999999993,67.218000000000004,0.148,"2,016",779,C,,,"27,165"
285D,228.98500000000001,229.09999999999999,67.218000000000004,67.367000000000004,0.149,"2,016",-1,A,,,"27,166"
285D,229.09999999999999,229.30600000000001,67.367000000000004,67.549999999999997,0.183,"2,016",964,C,,,"27,167"
285D,229.30600000000001,229.45400000000001,67.549999999999997,67.683000000000007,0.133,"2,016",-1,A,,,"27,168"
285D,229.45400000000001,229.59800000000001,67.683000000000007,67.811999999999998,0.129,"2,016",-682,C,,,"27,169"
285D,229.59800000000001,229.70400000000001,67.811999999999998,67.906999999999996,0.095,"2,016",-1,A,,,"27,170"
285D,229.70400000000001,229.887,67.906999999999996,68.070999999999998,0.164,"2,016",-881,C,,,"27,171"
285D,229.887,229.92099999999999,68.070999999999998,68.100999999999999,0.03,"2,016",-1,A,,,"27,172"
285D,229.92099999999999,230.06299999999999,68.100999999999999,68.230999999999995,0.13,"2,016",678,C,,,"27,173"
285D,230.06299999999999,230.09700000000001,68.230999999999995,68.265000000000001,0.034,"2,016",-1,A,,,"27,174"
285D,230.09700000000001,230.32900000000001,68.265000000000001,68.498999999999995,0.234,"2,016","-1,254",B,,,"27,175"
285D,230.32900000000001,230.44900000000001,68.498999999999995,68.619,0.12,"2,016",-1,A,,,"27,176"
285D,230.44900000000001,230.56999999999999,68.619,68.757000000000005,0.138,"2,016",722,C,,,"27,177"
285D,230.56999999999999,230.739,68.757000000000005,68.945999999999998,0.189,"2,016",-1,A,,,"27,178"
285D,230.739,230.946,68.945999999999998,69.111000000000004,0.165,"2,016",875,C,,,"27,179"
285D,230.946,231.023,69.111000000000004,69.182000000000002,0.071,"2,016",-1,A,,,"27,180"
285D,231.023,231.17599999999999,69.182000000000002,69.369,0.187,"2,016",-980,C,,,"27,181"
285D,231.17599999999999,231.23699999999999,69.369,69.442999999999998,0.074,"2,016",-1,A,,,"27,182"
285D,231.23699999999999,231.34999999999999,69.442999999999998,69.575000000000003,0.132,"2,016",693,C,,,"27,183"
285D,231.34999999999999,231.38300000000001,69.575000000000003,69.608000000000004,0.033,"2,016",-1,A,,,"27,184"
285D,231.38300000000001,231.50700000000001,69.608000000000004,69.730000000000004,0.122,"2,016",-653,D,,,"27,185"
285D,231.50700000000001,231.607,69.730000000000004,69.828999999999994,0.099,"2,016",-1,A,,,"27,186"
285D,231.607,231.78700000000001,69.828999999999994,69.981999999999999,0.153,"2,016",802,C,,,"27,187"
285D,231.78700000000001,231.833,69.981999999999999,70.019999999999996,0.038,"2,016",-1,A,,,"27,188"
285D,231.833,231.964,70.019999999999996,70.129999999999995,0.11,"2,016",-587,D,,,"27,189"
285D,231.964,232.00700000000001,70.129999999999995,70.167000000000002,0.037,"2,016",-1,A,,,"27,190"
285D,232.00700000000001,232.18600000000001,70.167000000000002,70.343999999999994,0.177,"2,016",911,C,,,"27,191"
285D,232.18600000000001,232.22200000000001,70.343999999999994,70.379999999999995,0.036,"2,016",-1,A,,,"27,192"
285D,232.22200000000001,232.36000000000001,70.379999999999995,70.519000000000005,0.139,"2,016",-741,C,,,"27,193"
